WP_205692170.1	34.4	5e-16
WP_227742400.1	30.8	7e-16
RJV56299.1	30.8	8e-16
PQJ41674.1	30.8	1e-15
WP_193598123.1	24.2	2e-15
MBO5627718.1	31.4	3e-15
WP_087115149.1	34.8	5e-15
ODT42415.1	23.6	3e-14
MBU3828747.1	32.1	0.008
WP_179248895.1	29.9	6e-13
MBS1504285.1	36.4	5e-14
EHZ6924444.1	32.5	2e-13
WP_139459897.1	33.2	0.0
MBN1111281.1	29.4	0.008
WP_117035348.1	28.1	3e-13
WP_212301271.1	30.7	7e-07
RRO22751.1	32.7	5e-13
WP_189645173.1	32.7	6e-13
WP_204709484.1	33.1	1e-12
WP_228338471.1	33.7	2e-12
WP_039504453.1	31.0	2e-12
WP_114504782.1	27.0	2e-12
CUV64423.1	39.5	3e-12
WP_111977888.1	34.7	2e-08
KJL22344.1	24.5	6e-12
MCA7860166.1	32.5	6e-12
WP_203265044.1	35.5	8e-12
MCA6459657.1	31.9	8e-26
WP_184215896.1	32.8	1e-30
WP_109845450.1	32.5	2e-11
WP_024559149.1	29.9	2e-11
WP_081985253.1	33.2	2e-24
WP_032678516.1	90.3	0.0
WP_131912022.1	26.6	9e-11
WP_209133070.1	28.9	1e-10
QYI98829.1	30.0	1e-10
HBO72254.1	34.7	1e-35
WP_180258345.1	33.3	2e-10
WP_097177223.1	99.2	0.0
WP_059358481.1	93.5	0.0
WP_203435516.1	93.7	0.0
WP_205878211.1	27.6	2e-05
EEW7093868.1	99.7	0.0
WP_192971316.1	93.5	0.0
EET0174637.1	99.7	0.0
EES4162240.1	99.7	0.0
BBA80930.1	27.6	2e-05
WP_106377661.1	99.4	0.0
WP_202861328.1	27.6	3e-05
KAE9507197.1	27.6	3e-05
EFH0744131.1	99.7	0.0
EEW4463243.1	99.7	0.0
EFC8744415.1	99.7	0.0
EFA9037010.1	99.7	0.0
WP_000021702.1	99.7	0.0
WP_126320809.1	27.6	2e-05
HAX6689526.1	99.2	0.0
WP_172614291.1	99.5	0.0
EEU5512167.1	99.7	0.0
AAX07747.1	100.0	0.0
MGH32980.1	32.7	4e-10
EEX4221200.1	99.7	0.0
KHI94103.1	32.7	5e-10
WP_116338833.1	93.7	0.0
WP_105223485.1	99.4	0.0
WP_182322953.1	35.1	0.0
WP_029739234.1	97.6	0.0
HAL9386292.1	99.4	0.0
EFF5505334.1	99.7	0.0
WP_044865590.1	99.5	0.0
WP_047367921.1	93.5	0.0
WP_130909445.1	32.0	0.0
MBP1318350.1	31.9	1e-09
WP_212616852.1	31.7	0.0
EEV6211697.1	30.6	2e-07
EFP96987.1	34.0	0.51
MBA1014687.1	31.6	2e-09
WP_211068734.1	31.1	1e-07
HBJ0345643.1	30.6	2e-07
WP_163173755.1	36.0	3e-15
NBE29376.1	30.7	2e-07
EET8139199.1	99.5	0.0
WP_090766624.1	33.6	2e-26
RZJ63896.1	34.1	2e-09
WP_042728068.1	31.8	0.0
HBK9504508.1	31.1	2e-07
EFC1029795.1	99.7	0.0
SEP62615.1	32.9	3e-09
WP_049092898.1	31.1	1e-07
WP_149015893.1	33.1	3e-09
WP_107332041.1	27.8	1e-07
WP_000996289.1	31.1	2e-07
WP_117115451.1	30.7	8e-08
WP_096927257.1	30.7	2e-07
WP_062955064.1	30.7	2e-07
WP_112928707.1	32.4	7e-09
HAI2686934.1	30.7	7e-07
WP_094940748.1	30.7	2e-07
EFB1497799.1	32.0	8e-09
EFB3769853.1	32.0	9e-09
WP_130553507.1	32.0	1e-08
WP_146047908.1	29.1	2e-08
POP52213.1	29.1	2e-08
WP_160553973.1	30.0	5e-08
WP_138983620.1	30.7	2e-06
WP_150742539.1	31.7	2.94273e-44
WP_216069516.1	35.8	9e-08
WP_230143422.1	32.4	2e-20
MBO9483085.1	32.6	9e-27
MBO9674992.1	33.8	1e-21
WP_230782370.1	34.4	3.2
KZU97815.1	29.6	4e-07
WP_207281354.1	32.4	2.8026e-45
WP_162940710.1	30.9	4e-07
WP_140448304.1	34.0	4e-07
TQV64341.1	31.2	1e-06
WP_032693865.1	30.9	2e-06
WP_167295611.1	30.4	1e-22
WP_090497966.1	33.0	3e-23
WP_181250054.1	30.7	4e-06
WP_163451566.1	30.8	1e-06
WP_154955362.1	31.4	5e-06
WP_095471692.1	33.3	6e-06
WP_142630433.1	34.8	4.2039e-45
WP_090133706.1	34.1	4e-27
EHI1056696.1	31.3	1e-06
WP_123873119.1	31.1	9e-06
WP_157925023.1	34.9	2e-05
PBT47300.1	34.9	2e-05
HAU4332921.1	34.4	7e-21
EFG1574930.1	34.9	3e-05
WP_115438055.1	32.4	3e-05
HAH2433838.1	31.3	2e-06
MBL3369364.1	31.3	9e-07
WP_181665137.1	34.3	3e-05
WP_201367739.1	30.0	2e-05
EGA8717481.1	34.9	4e-05
WP_119183736.1	34.9	4e-05
EHR8767077.1	34.9	4e-05
MCA7723145.1	34.9	4e-05
WP_096738187.1	31.3	1e-06
WP_134878353.1	30.5	3e-06
KXU05103.1	31.4	0.0009
WP_172880756.1	30.4	1e-06
MAU37613.1	29.5	5e-11
WP_096268363.1	34.9	7e-05
VUL58687.1	31.0	7e-10
WP_176479848.1	34.9	8e-05
WP_059182378.1	33.6	0.67
MBQ3309625.1	33.5	0.0001
WP_152593245.1	30.3	0.0005
WP_064352736.1	27.5	0.0006
WP_035664153.1	33.9	0.0006
WP_065190097.1	33.8	0.001
SVJ66134.1	24.3	0.001
WP_186593205.1	24.3	0.001
QOS39341.1	31.2	0.001
WP_091007924.1	30.5	0.003
WP_136874171.1	32.2	7e-22
PTL28623.1	34.6	0.004
EER9905662.1	99.5	0.0
MBF1249225.1	34.0	0.008
MBQ7973684.1	33.5	2e-05
WP_227629343.1	32.3	2e-05
MBO5045673.1	31.0	0.011
MBE3484174.1	91.8	0.0
WP_100184206.1	33.0	0.015
MBV2317729.1	35.3	0.015
WP_227626106.1	31.7	0.017
PAV72897.1	34.2	0.018
WP_216457265.1	39.8	0.04
WP_228745773.1	31.7	0.028
MBE3492895.1	92.3	0.0
EEQ8191554.1	99.4	0.0
MBL4866099.1	37.6	0.025
WP_114827106.1	38.3	0.06
NQX86548.1	26.3	0.061
WP_032122649.1	39.8	0.037
WP_142296065.1	31.9	0.076
EET2659172.1	99.3	0.0
EER7550724.1	99.4	0.0
EES3729713.1	99.3	0.0
MBR5408622.1	31.2	0.12
KGM35860.1	31.0	7e-17
EFG4817913.1	99.3	0.0
WP_081991129.1	31.0	7e-17
MBE6702194.1	35.9	0.23
MBL1071373.1	26.3	6e-14
WP_202017586.1	26.5	1e-14
WP_080881749.1	27.9	5e-11
WP_196371370.1	34.1	0.45
WP_195923977.1	34.1	0.46
EFL9232807.1	99.2	0.0
EHV1209928.1	99.2	0.0
WP_032528413.1	30.2	1e-19
WP_152355809.1	33.3	0.002
EEX6517398.1	99.3	0.0
WP_227521193.1	30.9	1.1
WP_058992764.1	32.3	1.1
WP_055258187.1	32.3	1.1
HAH2416212.1	34.4	1.2
HAH2409713.1	34.4	1.2
WP_198823161.1	32.1	2e-35
MBE4971705.1	90.8	0.0
WP_216464933.1	32.9	1.7
WP_112365149.1	32.3	2.0
XP_001017418.3	27.6	2.1
WP_084205349.1	34.3	2.8
WP_183309998.1	22.0	3.0
PBT95805.1	33.1	4.3
WP_065190098.1	25.9	5.8
MBW8726202.1	31.9	4e-17
MBF0420357.1	30.5	1e-07
EES7988208.1	100.0	0.0
EER6645388.1	100.0	0.0
EEQ8192941.1	100.0	0.0
EES4039756.1	100.0	0.0
EFG4816973.1	100.0	0.0
EEU1533626.1	100.0	0.0
EED1080622.1	100.0	0.0
EES5183092.1	100.0	0.0
EEX3986774.1	100.0	0.0
WP_115253476.1	100.0	0.0
VJZ50800.1	99.7	0.0
VLD07009.1	99.4	0.0
WP_150534498.1	99.4	0.0
VOG17159.1	99.2	0.0
EJG64248.1	100.0	0.0
MBP5842394.1	43.2	0.0
WP_105766194.1	43.8	0.0
RXI21056.1	40.7	2.4
WP_164928384.1	40.7	2.2
PIO80417.1	37.9	0.0
WP_158231947.1	37.9	0.0
WP_180754302.1	37.2	0.0
PEG75341.1	37.2	0.0
WP_099412309.1	34.7	0.0
WP_195184644.1	34.7	0.0
WP_076632559.1	38.8	8.96831e-44
WP_195753379.1	37.6	0.007
WP_048704689.1	38.4	4e-09
WP_191980457.1	34.4	2e-06
WP_033611462.1	34.6	2e-06
WP_122217996.1	36.9	1e-10
WP_003638211.1	37.5	1e-11
WP_195748953.1	36.0	0.017
WP_057874629.1	36.5	1.7
WP_230913108.1	35.7	4e-08
WP_216808680.1	35.8	1e-11
WP_016624989.1	32.1	0.034
WP_163627019.1	51.0	0.85
WP_224272029.1	51.0	0.85
WP_014947517.1	33.7	0.003
WP_174249272.1	33.7	0.002
WP_167821740.1	36.9	0.007
WP_137645712.1	31.8	0.14
WP_061309188.1	43.4	0.003
MBS5418304.1	38.0	1e-09
NLB64830.1	34.2	0.22
WP_178377844.1	36.2	1.1
HBH98491.1	35.1	5e-07
WP_088271306.1	43.2	0.47
WP_137697374.1	36.7	2e-12
WP_160248567.1	38.8	0.22
QHM38915.1	38.8	0.2
MBR3602318.1	34.8	1.6
RVU96714.1	36.4	2e-07
WP_073159219.1	37.9	0.16
WP_002582376.1	38.2	0.027
HIQ91239.1	42.1	5.7
WP_016174294.1	32.9	2e-05
MBE5800734.1	31.8	7e-16
MBP5700866.1	41.1	0.027
MBQ7777036.1	33.9	8e-17
WP_118630247.1	37.2	1.4
MBQ7776478.1	33.9	1e-16
MBO4908961.1	39.4	0.001
WP_164809665.1	44.0	2.0
MBQ9901054.1	36.1	2e-12
MBS7303397.1	32.2	6e-07
MBO7361988.1	42.4	0.005
MBR5597805.1	35.2	0.011
MCE2071814.1	37.5	0.042
MBS6916625.1	34.3	1e-07
WP_112115134.1	34.8	8e-12
SEQ02273.1	37.5	4e-15
MBQ7917741.1	45.9	5.1
SCI52103.1	33.9	2e-06
WP_026650846.1	38.0	0.83
MBE5925448.1	36.4	4.9
WP_181573315.1	31.3	0.048
MBR3807763.1	39.4	0.009
WP_049171384.1	32.7	7e-15
RHP04191.1	33.1	3e-06
MCC2168608.1	33.1	2e-06
WP_110250645.1	36.2	9e-10
MBD8933139.1	33.1	2e-06
MBE5868227.1	27.2	2e-14
WP_092325522.1	35.6	2.9
WP_026664241.1	33.7	1e-06
WP_026491615.1	33.7	2e-06
WP_088666672.1	37.9	3.8
MBP5554776.1	40.0	3e-05
MBD9153609.1	33.1	2e-06
MCD8379205.1	37.3	3.3
MBD9155109.1	33.1	0.019
MBE5876157.1	32.1	3.0
MBQ6407207.1	31.1	4e-08
MBQ2433006.1	34.7	5.2
MBR3824374.1	32.6	0.0001
MBQ1258173.1	34.7	4.8
MBD9098413.1	35.5	2e-10
MBR6256218.1	36.3	0.001
MBQ3194672.1	36.1	1.1
CDE83499.1	35.2	2e-12
MBE5830420.1	31.5	6e-09
MBO4883150.1	40.9	4e-05
WP_057997777.1	39.0	2e-13
MBQ3104245.1	31.4	0.019
WP_218350926.1	36.5	0.42
WP_044396393.1	36.1	1.3
MBO4808482.1	30.9	0.0002
MBQ8040129.1	36.4	0.51
MBR6666497.1	35.4	0.0001
MCD8326688.1	34.0	3.4
MBQ9122667.1	36.2	0.15
WP_097980946.1	38.7	0.003
MBQ3852043.1	43.0	2.8
MBE5839847.1	37.1	5e-12
WP_154251516.1	39.4	3e-08
MBP5608932.1	37.5	0.009
MBR6308138.1	30.1	5e-06
MBQ9332824.1	34.6	0.002
MBQ8603251.1	33.1	0.007
MCD7842372.1	36.3	0.11
WP_157757862.1	39.8	1.4
MBO5621768.1	30.4	6e-12
WP_091755727.1	36.9	4e-12
PWL91065.1	32.0	0.1
MBQ3798059.1	36.0	2e-11
RGH07683.1	33.1	2e-06
WP_081906056.1	36.1	0.19
HCI25085.1	32.7	0.037
MBR5761113.1	34.2	2e-08
WP_120686871.1	32.1	0.11
WP_113620981.1	37.3	9e-09
GFH89673.1	35.2	7.0
MCD8131378.1	38.3	5.8
TCL59455.1	36.1	0.19
WP_154266167.1	37.3	9e-09
SDA62651.1	34.9	0.7
MCD7739149.1	36.3	1.2
WP_084052897.1	33.3	0.08
MBQ8247839.1	30.8	1e-06
MBR5992948.1	34.2	2e-08
MBQ6415723.1	33.0	1.6
MBO4823774.1	34.2	3e-08
RRF98016.1	36.1	7e-14
MBQ9140414.1	33.7	2e-11
MBE5828367.1	34.6	3.0
CDF45394.1	32.1	0.075
MBQ3642304.1	31.0	4e-11
MBP3783446.1	34.6	0.88
MCD7807013.1	32.6	3e-11
WP_112120818.1	37.3	2e-09
MBO4617999.1	33.5	7e-08
SCX18871.1	34.2	5e-08
WP_191973508.1	37.7	1.7
SDB37594.1	35.0	0.062
MBO5144542.1	33.3	0.22
MCD8038341.1	33.1	4.6
MBS7238947.1	35.7	5.5
WP_163049471.1	100.0	0.0
NBI89335.1	35.3	0.2
MBQ7840767.1	31.4	4e-06
SCY30732.1	35.1	2e-09
NDR77755.1	34.9	8e-11
MBO4855160.1	40.4	2.8
WP_163615731.1	34.9	9e-11
MBO4678447.1	31.6	4e-05
MBO5357301.1	34.7	0.043
MBR4994206.1	30.1	5e-06
WP_148929583.1	36.3	8e-15
MBO4911786.1	32.5	0.16
WP_128166072.1	35.5	0.04
WP_071177064.1	32.9	3e-12
HCG87130.1	28.4	0.1
MBP5656236.1	38.3	5.5
MBR4640936.1	36.3	0.26
MBS6811977.1	37.2	0.01
WP_069156090.1	37.2	0.01
WP_104802578.1	29.1	0.005
MBE5885043.1	30.6	0.0003
MBQ8596462.1	32.3	0.006
WP_060490610.1	43.0	0.56
WP_035767376.1	32.7	3e-08
WP_009251417.1	36.5	0.023
WP_069431606.1	35.8	0.064
MBP3814949.1	34.6	0.83
MBQ3163717.1	29.7	0.31
CDF07515.1	28.6	0.44
MBR1669346.1	30.6	0.87
WP_193007504.1	44.3	0.39
MBE5895301.1	35.9	0.14
MBQ6786531.1	33.3	1e-14
WP_020311881.1	29.3	0.37
WP_158095379.1	36.6	0.0002
MBY0757839.1	35.9	0.0003
WP_109591672.1	44.3	0.38
WP_087405361.1	37.9	6e-10
WP_022772658.1	35.4	7e-08
HBA69452.1	33.3	7.4
WP_074882658.1	34.2	3e-05
WP_021636705.1	36.5	0.038
MBQ8816717.1	39.6	0.008
MBE5822999.1	33.1	0.74
MBQ2101184.1	33.6	0.1
MBP5661067.1	34.3	2e-06
MBR2330411.1	32.5	9e-10
WP_201604033.1	44.3	0.42
WP_162379932.1	50.0	0.2
MBQ6589107.1	30.7	3e-13
MBQ3516140.1	30.5	2e-07
MBD5478417.1	34.0	2e-08
WP_103869569.1	35.4	4e-08
MBQ7944654.1	33.1	1.7
MRX38748.1	39.5	0.009
WP_176330594.1	34.6	0.0006
HJC22931.1	38.4	2.0
MBQ9950789.1	31.3	0.008
MCD8068906.1	29.2	2e-09
WP_156075973.1	38.7	8.4
WP_117545219.1	36.5	0.037
MBR1848593.1	35.3	3.4
WP_092060294.1	29.9	0.004
MBS7104291.1	31.8	3e-09
MBO4845241.1	38.8	0.012
WP_171537823.1	43.9	0.0
WP_198633182.1	33.2	3e-09
WP_154463764.1	36.5	0.023
WP_118234423.1	43.1	0.007
MBP5494860.1	34.6	0.19
MBQ9304412.1	35.4	2e-07
WP_201502926.1	43.0	1.4
WP_077138608.1	30.3	0.01
MBE5879936.1	31.1	3e-08
TCL61382.1	30.3	0.011
EKN16394.1	33.8	3.5
MBS5999922.1	42.5	8.2
MCD5461907.1	34.8	1e-08
HHX70564.1	38.3	8e-08
WP_117467219.1	34.7	1.1
HBX25282.1	33.1	0.097
WP_172678645.1	41.1	0.005
MBR6768533.1	34.5	0.0002
MBR3525485.1	34.0	3e-05
WP_016277929.1	36.3	0.037
MBS5872972.1	33.0	0.003
MBQ7615558.1	34.0	3.3
MBR3683451.1	33.3	1.2
WP_026509544.1	32.4	7e-07
MBO5341800.1	34.1	3e-05
HAN02081.1	35.2	1.8
MBR3516272.1	34.8	2.6
MBE5874392.1	35.1	0.32
MBQ3907042.1	34.7	5e-06
WP_120658543.1	40.7	0.61
WP_142953179.1	38.7	0.003
HCY44205.1	38.6	0.31
WP_011202151.1	34.8	3e-06
WP_195965726.1	35.1	1e-06
MBE7087975.1	36.6	1e-09
WP_118502463.1	34.0	0.89
CCZ89070.1	38.6	0.31
TBX13033.1	37.7	2.1
WP_148870703.1	42.3	4.0
MBO5210023.1	34.7	1e-07
WP_070368071.1	33.9	2e-08
WP_102092040.1	50.0	5.0
WP_179798665.1	50.0	5.4
MBQ8822376.1	35.0	2e-07
WP_072569028.1	34.3	2e-08
HCX93554.1	36.5	9e-07
WP_157277556.1	32.6	0.002
KTC19632.1	30.4	2e-08
CDE00528.1	36.0	0.15
MBP5599794.1	29.9	5.3
WP_064791771.1	38.2	2e-08
WP_022756373.1	32.9	1.2
MBR3807517.1	39.6	0.18
RHV49871.1	30.8	8.1
NLL56851.1	35.9	1.5
WP_005678146.1	35.1	0.001
PDX81461.1	40.0	0.016
WP_074755343.1	32.9	1.1
WP_226161852.1	40.5	4e-08
HAT4141586.1	37.7	1.7
WP_044913830.1	32.4	7e-07
DAY89604.1	41.1	0.006
MBP7198419.1	33.3	1.6
MBQ8946436.1	29.0	4e-06
MBQ8822023.1	34.0	2e-11
WP_227733353.1	33.1	8.2
MBO6196390.1	32.5	0.65
MBR4208460.1	34.8	4e-05
STB11339.1	37.7	2.0
MBQ9991303.1	39.6	5.1
WP_168384767.1	49.1	0.0
MBO4980359.1	32.7	2.6
WP_089749797.1	43.6	0.35
HHU56494.1	39.9	0.0007
WP_102322582.1	41.3	0.09
MBR3305788.1	37.1	0.86
HBY86121.1	38.1	0.001
HAT4307463.1	39.3	0.32
MBO5408670.1	33.6	3.6
WP_081342793.1	34.8	4e-06
MBR4412363.1	33.5	7.1
WP_221364671.1	33.7	0.45
MBO7740129.1	34.6	0.004
MBS3974941.1	35.9	0.004
EGT3600236.1	33.1	0.0005
MBR7178967.1	33.1	1.0
SCH46396.1	29.0	0.002
WP_101206224.1	44.9	1.1
HJB91386.1	36.7	0.073
MBD9082949.1	35.0	5.8
WP_228581871.1	37.7	1.8
WP_181567122.1	41.1	0.005
WP_168971346.1	33.1	0.0007
MBR3103318.1	29.3	0.19
WP_180025383.1	46.2	0.0
GAL89117.1	34.0	0.0002
NLZ75845.1	38.5	5.9
HIW22048.1	37.3	8.8
